id,race,gender,sex.worker,pimp,sex.work.client,drug.dealer,drug.cook,thief,retired,housewife,disabled,unemployed,homeless
1488,White,Male,No,No,No,No,No,No,No,No,No,No,No
1489,White,Male,No,No,No,No,No,No,No,No,No,No,No
1490,White,Female,No,No,No,No,No,No,No,No,No,No,No
1491,White,Female,No,No,No,No,No,No,No,No,No,No,No
1492,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1493,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
1494,White,Female,No,No,No,No,No,No,No,No,No,No,No
1495,White,Female,No,No,No,No,No,No,No,No,No,No,No
1496,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1497,White,Male,No,No,No,No,No,No,No,No,No,No,No
1498,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1499,White,Male,No,No,No,No,No,No,No,No,No,No,No
1500,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1501,Native American,Male,No,No,No,No,No,No,No,No,No,No,No
1502,White,Female,No,No,No,No,No,No,No,No,No,No,No
1503,White,Male,No,No,No,No,No,No,No,No,No,No,No
1504,White,Female,No,No,No,No,No,No,No,No,No,No,No
1505,White,Female,No,No,No,No,No,No,No,No,No,No,No
1506,White,Male,No,No,Yes,No,No,No,Yes,No,No,No,No
1507,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1508,White,Female,No,No,No,No,No,No,No,No,No,No,No
1509,White,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
1510,White,Female,No,No,No,No,No,No,No,No,No,No,No
1511,White,Female,No,No,No,No,No,No,Yes,No,Yes,No,No
1512,White,Male,No,No,No,No,No,No,No,No,No,No,No
1513,White,Female,No,No,No,No,No,No,No,No,No,No,No
1514,White,Male,No,No,No,No,No,No,No,No,No,No,No
1515,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
1516,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
1517,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1518,White,Male,No,No,Yes,No,No,No,No,No,Yes,No,No
1519,White,Male,No,No,No,No,No,No,No,No,No,No,No
1520,White,Female,No,No,No,No,No,No,No,No,No,No,No
1521,White,Female,No,No,No,No,No,No,No,No,No,No,No
1522,White,Female,No,No,No,No,No,No,No,No,No,No,No
1523,White,Male,No,No,No,No,No,No,No,No,No,No,No
1524,White,Male,No,No,No,No,No,No,No,No,No,No,No
1525,White,Female,No,No,No,No,No,No,No,No,No,No,No
1526,White,Male,No,No,No,No,No,No,No,No,No,No,No
1527,White,Female,No,No,No,No,No,No,No,No,No,No,No
1528,White,Male,No,No,No,No,No,No,No,No,No,No,No
1529,White,Male,No,No,No,No,No,No,No,No,No,No,No
1530,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1531,White,Male,No,No,No,No,No,No,No,No,No,No,No
1532,White,Female,No,No,No,No,No,No,No,No,No,No,No
1533,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1534,White,Male,No,No,No,No,No,No,No,No,No,No,No
1535,White,Female,No,No,No,No,No,No,No,No,No,No,No
1536,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1537,White,Female,No,No,No,No,No,No,No,No,No,No,No
1538,White,Female,No,No,No,No,No,No,No,No,No,No,No
1539,White,Male,No,No,No,No,No,No,No,No,No,No,No
1540,White,Female,No,No,No,No,No,No,No,No,No,No,No
1541,White,Male,No,No,No,No,No,No,No,No,No,No,No
1542,White,Female,No,No,No,No,No,No,No,No,No,No,No
1543,Asian/PI,Female,No,No,No,No,Yes,No,No,No,No,No,No
1544,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1545,White,Female,No,No,No,No,No,No,No,No,No,No,No
1546,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1547,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1548,White,Male,No,No,No,No,No,No,No,No,No,No,No
1549,White,Male,No,No,No,No,No,No,No,No,No,No,No
1550,White,Male,No,No,No,No,No,No,No,No,No,No,No
1551,White,Female,No,No,No,No,No,No,No,No,No,No,No
1552,White,Male,No,No,No,No,No,No,No,No,No,No,No
1553,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1554,White,Male,No,No,No,No,No,No,No,No,No,No,No
1555,White,Male,No,No,No,No,No,No,No,No,No,No,No
1556,White,Female,No,No,No,No,No,No,No,No,No,No,No
1557,Asian/PI,Female,No,No,No,No,No,No,No,No,No,No,No
1558,White,Female,No,No,No,No,No,No,No,No,No,No,No
1559,White,Female,No,No,No,No,No,No,No,No,No,No,No
1560,White,Male,No,No,No,No,No,No,No,No,No,No,No
1561,White,Female,No,No,No,No,No,No,No,No,No,No,No
1562,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1563,White,Male,No,No,No,No,No,No,No,No,No,No,No
1564,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1565,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1566,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1567,White,Male,No,No,No,No,No,No,No,No,No,No,No
1568,White,Female,No,No,No,No,No,No,No,No,No,No,No
1569,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1570,White,Male,No,No,No,No,No,No,No,No,No,No,No
1571,White,Male,No,No,No,No,No,No,No,No,No,No,No
1572,White,Male,No,No,No,No,No,No,No,No,No,No,Yes
1573,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1574,White,Male,No,No,No,No,No,No,No,No,No,No,No
1575,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1576,White,Male,No,No,No,No,No,No,No,No,No,No,No
1577,White,Female,No,No,No,No,No,No,No,No,No,No,No
1578,White,Male,No,No,No,No,No,No,No,No,No,No,No
1579,White,Male,No,No,No,No,No,No,No,No,No,No,No
1580,White,Male,No,No,No,No,No,No,No,No,No,No,No
1581,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1582,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1583,White,Male,No,No,No,No,No,No,No,No,No,No,No
1584,White,Male,No,No,No,No,No,No,No,No,No,No,No
1585,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1586,White,Male,No,No,No,No,No,No,No,No,No,No,No
1587,White,Male,No,No,No,No,No,No,No,No,No,No,No
1588,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1589,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1590,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1591,Black,Male,No,No,No,No,Yes,No,No,No,No,No,No
1592,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1593,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
1594,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1595,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
1596,White,Female,No,No,No,No,No,No,No,No,No,No,No
1597,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
1598,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1599,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
1600,Black,Female,No,No,No,Yes,No,No,No,Yes,No,Yes,No
1601,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1602,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1603,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
1604,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1605,Black,Female,Yes,No,No,Yes,No,No,No,No,No,No,No
1606,White,Female,No,No,No,No,No,No,No,No,No,No,No
1607,White,Male,No,No,No,No,No,No,No,No,No,No,No
1608,White,Male,No,No,No,No,No,No,No,No,No,No,No
1609,White,Male,No,No,No,No,No,No,No,No,No,No,No
1610,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1611,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1612,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1613,Black,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1614,Black,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1615,Black,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1616,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1617,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1618,White,Male,No,No,No,No,No,No,No,No,No,No,No
1619,White,Female,No,No,No,No,No,No,No,No,No,No,No
1620,White,Male,No,No,No,No,No,No,No,No,No,No,No
1621,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1622,White,Male,No,No,No,No,No,No,No,No,No,No,No
1623,White,Male,No,No,No,No,No,No,No,No,No,No,No
1624,White,Male,No,No,No,No,No,No,No,No,No,No,No
1625,White,Male,No,No,No,No,No,No,No,No,No,No,No
1626,White,Female,No,No,No,No,No,No,No,No,No,No,No
1627,White,Female,No,No,No,No,No,No,No,No,No,No,No
1628,White,Male,No,No,No,No,No,No,No,No,No,No,No
1629,White,Female,No,No,No,No,No,No,No,No,No,No,No
1630,White,Male,No,No,No,No,No,No,No,No,No,No,No
1631,White,Female,No,No,No,No,No,No,No,No,No,No,No
1632,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1633,White,Male,No,No,No,No,No,No,No,No,No,No,No
1634,White,Female,No,No,No,No,No,No,No,No,No,No,No
1635,White,Male,No,No,No,No,No,No,No,No,No,No,No
1636,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1637,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1638,White,Male,No,No,No,No,No,No,No,No,No,No,No
1639,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1640,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1641,White,Female,No,No,No,No,No,No,No,No,No,No,No
1642,White,Male,No,No,No,No,No,No,No,No,No,No,No
1643,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1644,White,Male,No,No,No,No,No,No,No,No,No,No,No
1645,White,Male,No,No,No,No,No,No,No,No,No,No,No
1646,White,Male,No,No,No,No,No,No,No,No,No,No,No
1647,White,Male,No,No,Yes,Yes,No,No,No,No,No,No,No
1648,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1649,White,Female,No,No,No,NA,No,No,No,No,No,No,No
1650,White,Female,No,No,No,No,No,No,No,No,No,No,No
1651,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1652,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1653,White,Female,No,No,No,No,No,No,No,No,No,No,No
1654,White,Female,No,No,No,No,No,No,No,No,No,No,No
1655,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
1656,Black,Male,No,No,No,No,No,No,No,No,Yes,No,Yes
1657,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1658,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1659,White,Male,No,No,No,No,No,No,No,No,No,No,No
1660,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1661,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1662,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1663,White,Female,No,No,No,No,No,No,No,No,No,No,No
1664,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
1665,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1666,White,Male,No,No,No,No,No,No,No,No,No,No,No
1667,White,Male,No,No,No,No,No,No,No,No,No,No,No
1668,White,Female,No,No,No,No,No,No,No,No,No,No,No
1669,White,Female,No,No,No,No,No,No,No,No,No,No,No
1670,White,Female,No,No,No,No,No,No,No,No,No,No,No
1671,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1672,White,Male,No,No,No,No,No,No,No,No,No,No,No
1673,White,Female,No,No,No,No,No,No,No,No,No,No,No
1674,White,Male,No,No,No,No,No,No,No,No,No,No,No
1675,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1676,White,Male,No,No,No,No,No,No,No,No,No,No,No
1677,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1678,White,Male,No,No,No,No,No,No,No,No,No,No,No
1679,White,Female,No,No,No,No,No,No,No,No,No,No,No
1680,White,Male,No,No,No,No,No,No,No,No,No,No,No
1681,White,Female,No,No,No,No,No,No,No,No,No,No,No
1682,White,Female,No,No,No,No,No,No,No,No,No,No,No
1683,White,Female,No,No,No,No,No,No,No,No,No,No,No
1684,White,Male,No,No,No,No,No,No,No,No,No,No,No
1685,White,Male,No,No,No,No,No,No,No,No,No,No,No
1686,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1687,White,Female,No,No,No,No,No,No,No,No,No,No,No
1688,Black,Male,No,Yes,No,No,No,No,No,No,No,No,No
1689,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
1690,Black,Male,No,Yes,No,No,No,No,No,No,No,No,No
1691,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1692,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1693,Black,Male,No,Yes,No,No,No,No,No,No,No,No,No
1694,White,Male,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1695,White,Male,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1696,White,Male,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1697,White,Male,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1698,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
1699,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1700,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1701,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1702,White,Female,No,No,No,No,No,No,No,No,No,No,No
1703,White,Female,No,No,No,No,No,No,No,No,No,No,No
1704,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1705,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1706,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1707,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1708,Asian/PI,Female,No,No,No,No,No,No,No,No,No,No,No
1709,White,Female,No,No,No,No,No,No,No,No,No,No,No
1710,White,Female,No,No,No,No,No,No,No,No,No,No,No
1711,White,Male,Yes,No,No,No,No,No,No,No,No,No,No
1712,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1713,White,Male,No,No,No,No,No,No,No,No,No,No,No
1714,White,Male,No,No,No,No,No,No,No,No,No,No,No
1715,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
1716,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
1717,White,Male,No,No,No,No,No,No,No,No,No,No,No
1718,White,Female,No,No,No,No,No,No,No,No,No,No,No
1719,White,Male,No,No,No,No,No,No,No,No,No,No,No
1720,White,Male,No,No,No,No,No,No,No,No,No,No,No
1721,White,Male,No,No,No,No,No,No,No,No,No,No,No
1722,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1723,White,Male,No,No,No,No,No,No,No,No,No,No,No
1724,White,Female,No,No,No,No,No,No,No,No,No,No,No
1725,White,Male,No,No,No,No,No,No,No,No,No,No,No
1726,White,Female,No,No,No,No,No,No,No,No,No,No,No
1727,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1728,White,Female,No,No,No,No,No,No,No,No,No,No,No
1729,White,Male,No,No,No,No,No,No,No,No,No,No,No
1730,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1731,White,Female,No,No,No,No,No,No,No,No,No,No,No
1732,White,Female,No,No,No,No,No,No,No,No,No,No,No
1733,White,Female,No,No,No,No,No,No,No,No,No,No,No
1734,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1735,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1736,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1737,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1738,White,Male,No,No,No,No,No,No,No,No,No,No,No
1739,White,Female,No,No,No,No,Yes,No,No,No,No,No,No
1740,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1741,White,Female,No,No,No,No,No,No,No,No,No,No,No
1742,White,Male,No,No,No,No,No,No,No,No,No,No,No
1743,White,Male,No,No,No,No,No,No,No,No,No,No,No
1744,White,Female,No,No,No,No,No,No,No,No,No,No,No
1745,White,Male,No,No,No,No,No,No,No,No,No,No,No
1746,White,Male,No,No,No,No,No,No,No,No,No,No,No
1747,White,Female,No,No,No,No,No,No,No,No,No,No,No
1748,White,Male,No,No,No,No,No,No,No,No,No,No,No
1749,White,Female,No,No,No,No,No,No,No,No,No,No,No
1750,White,Male,No,No,No,No,No,No,No,No,No,No,No
1751,White,Female,No,No,No,No,No,No,No,No,No,No,No
1752,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1753,White,Female,No,No,No,No,No,No,No,No,No,No,No
1754,White,Male,No,No,No,No,No,No,No,No,No,No,No
1755,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1756,White,Male,No,No,No,No,No,No,No,No,No,No,No
1757,White,Female,No,No,No,No,No,No,No,No,No,No,No
1758,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1759,White,Female,No,No,No,No,No,No,No,No,No,No,No
1760,White,Male,No,No,No,No,No,No,No,No,No,No,No
1761,White,Male,No,No,No,No,No,No,No,No,No,No,No
1762,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1763,White,Female,No,No,No,No,No,No,No,No,No,No,No
1764,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1765,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1766,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1767,White,Male,No,No,No,No,No,No,No,No,No,No,No
1768,White,Male,No,No,No,No,No,No,No,No,No,No,No
1769,White,Female,No,No,No,No,No,No,No,No,No,No,No
1770,White,Male,No,No,No,No,No,No,No,No,No,No,No
1771,White,Male,No,No,No,No,No,No,No,No,No,No,No
1772,White,Male,No,No,No,No,No,No,No,No,No,No,No
1773,White,Male,No,No,No,No,No,No,No,No,No,No,No
1774,White,Male,No,No,No,No,No,No,No,No,No,No,No
1775,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1776,White,Male,No,No,No,No,No,No,No,No,No,No,No
1777,White,Male,No,No,No,No,No,No,No,No,No,No,No
1778,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
1779,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
1780,Black,Male,No,Yes,No,No,No,No,No,No,No,No,No
1781,White,Male,No,Yes,No,No,No,No,No,No,No,No,No
1782,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1783,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1784,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1785,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1786,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1787,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1788,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1789,White,Male,No,No,No,No,No,No,No,No,No,No,No
1790,White,Male,No,No,No,No,No,No,No,No,No,No,No
1791,White,Female,No,No,No,No,No,No,No,No,No,No,No
1792,White,Female,No,No,No,No,No,No,No,No,No,No,No
1793,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
1794,White,Female,No,No,No,No,No,No,No,No,No,No,No
1795,White,Female,No,No,No,No,No,No,No,No,No,No,No
1796,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1797,White,Male,No,No,No,No,No,No,No,No,No,No,No
1798,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1799,White,Male,No,No,No,No,No,No,No,No,No,No,No
1800,Black,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
1801,Black,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1802,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1803,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1804,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1805,Black,Male,No,No,No,No,No,No,No,No,Yes,No,No
1806,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1807,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1808,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1809,White,Female,No,No,No,No,No,No,No,No,No,No,No
1810,White,Male,No,No,No,No,No,No,No,No,No,No,No
1811,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1812,Black,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
1813,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1814,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1815,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1816,Black,Male,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1817,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1818,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1819,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
1820,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1821,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1822,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1823,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1824,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1825,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1826,White,Male,No,No,No,No,No,No,No,No,No,No,No
1827,White,Male,No,No,No,No,No,No,No,No,No,No,No
1828,White,Female,No,No,No,No,No,No,No,No,No,No,No
1829,White,Male,No,No,No,No,No,No,No,No,No,No,No
1830,White,Male,No,No,No,No,No,No,No,No,No,No,No
1831,White,Female,No,No,No,No,No,No,No,No,No,No,No
1832,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1833,White,Female,No,No,No,No,No,No,No,No,No,No,No
1834,White,Male,No,No,No,No,No,No,No,No,No,No,No
1835,White,Female,No,No,No,No,No,No,No,No,No,No,No
1836,White,Female,No,No,No,No,No,No,No,No,No,No,No
1837,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
1838,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1839,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
1840,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1841,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1842,White,Male,No,No,Yes,No,No,No,Yes,No,No,No,No
1843,Black,Male,No,No,No,Yes,No,Yes,No,No,No,No,No
1844,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1845,White,Female,No,No,No,No,No,No,No,No,No,No,No
1846,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1847,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
1848,White,Male,No,No,Yes,No,No,No,Yes,No,No,No,No
1849,White,Male,No,No,No,No,No,No,No,No,No,No,No
1850,White,Female,No,No,No,No,No,No,No,No,No,No,No
1851,White,Male,No,No,No,No,No,No,No,No,No,No,No
1852,White,Female,No,No,No,No,No,No,No,No,No,No,No
1853,White,Male,No,No,No,No,No,No,No,No,No,No,No
1854,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1855,Native American,Female,No,No,No,No,No,No,No,No,No,No,No
1856,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1857,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1858,White,Female,No,No,No,No,No,No,No,No,No,No,No
1859,White,Female,No,No,No,No,No,No,No,No,No,No,No
1860,White,Female,No,No,No,No,No,No,No,No,No,No,No
1861,White,Female,No,No,No,No,No,No,No,No,No,No,No
1862,White,Female,No,No,No,No,No,No,No,No,No,No,No
1863,White,Female,No,No,No,No,No,No,No,No,No,No,No
1864,White,Male,No,No,No,No,No,No,No,No,No,No,No
1865,White,Male,No,No,No,No,No,No,No,No,No,No,No
1866,White,Female,No,No,No,No,No,No,No,No,No,No,No
1867,Native American,Female,No,No,No,No,No,No,No,No,No,No,No
1868,White,Female,No,No,No,No,No,No,No,No,No,No,No
1869,White,Male,No,No,No,No,No,No,No,No,No,No,No
1870,White,Male,No,No,No,No,No,No,No,No,No,No,No
1871,White,Female,No,No,No,No,No,No,No,No,No,No,No
1872,White,Male,No,No,No,No,No,No,No,No,No,No,No
1873,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1874,White,Male,No,No,No,No,No,No,No,No,No,No,No
1875,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1876,White,Male,No,No,No,No,No,No,No,No,No,No,No
1877,White,Male,No,No,No,No,No,No,No,No,No,No,No
1878,White,Female,No,No,No,No,No,No,No,No,No,No,No
1879,White,Female,No,No,No,No,No,No,No,No,No,No,No
1880,White,Female,No,No,No,No,No,No,No,No,No,No,No
1881,White,Female,No,No,No,No,No,No,No,No,No,No,No
1882,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1883,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1884,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1885,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1886,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1887,Black,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
1888,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1889,White,Female,No,No,No,No,No,No,No,No,No,No,No
1890,White,Female,No,No,No,No,No,No,No,No,No,No,No
1891,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1892,White,Male,No,No,No,No,No,No,No,No,No,No,No
1893,White,Female,No,No,No,No,No,No,No,No,No,No,No
1894,White,Female,No,No,No,No,No,No,No,No,No,No,No
1895,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1896,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1897,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1898,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1899,White,Male,No,No,No,No,No,No,No,No,No,No,No
1900,White,Female,No,No,No,No,No,No,No,No,No,No,No
1901,White,Male,No,No,No,No,No,No,No,No,No,No,No
1902,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1903,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1904,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1905,White,Male,No,No,No,No,No,No,No,No,No,No,No
1906,Native American,Male,No,No,No,No,No,No,No,No,No,No,No
1907,White,Male,No,No,No,No,No,No,No,No,No,No,No
1908,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1909,Black,Male,No,No,No,No,Yes,No,No,No,No,No,No
1910,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1911,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1912,White,Female,No,No,No,No,No,No,No,No,No,No,No
1913,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
1914,White,Male,No,No,No,No,No,No,No,No,No,No,No
1915,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1916,White,Male,No,No,No,No,No,No,No,No,No,No,No
1917,White,Female,No,No,No,No,No,No,No,No,No,No,No
1918,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1919,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1920,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1921,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
1922,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1923,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1924,Black,Female,No,No,No,No,No,No,No,No,No,No,No
