id,race,gender,sex.worker,pimp,sex.work.client,drug.dealer,drug.cook,thief,retired,housewife,disabled,unemployed,homeless
1047,White,Female,No,No,No,No,No,No,No,No,No,No,No
1048,White,Female,No,No,No,No,No,No,No,No,No,No,No
1049,Black,Male,No,No,No,No,No,No,Yes,No,No,No,No
1050,Black,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
1051,White,Male,No,No,No,No,No,No,No,No,No,No,No
1052,White,Male,No,No,No,No,No,No,No,No,No,No,No
1053,White,Male,No,No,No,No,No,No,No,No,No,No,No
1054,White,Female,No,No,No,No,No,No,No,No,No,No,No
1055,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1056,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1057,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1058,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1059,White,Female,No,No,No,No,No,No,No,No,No,No,No
1060,White,Female,No,No,No,No,No,No,No,No,No,No,No
1061,White,Male,No,No,No,No,No,No,No,No,No,No,No
1062,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
1063,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1064,White,Female,No,No,No,No,No,No,No,No,No,No,No
1065,Native American,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
1066,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1067,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
1068,White,Male,No,No,No,No,No,No,No,No,No,No,No
1069,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1070,White,Female,No,No,No,No,No,No,No,No,No,No,No
1071,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1072,White,Male,No,No,No,No,No,No,No,No,No,No,No
1073,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
1074,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1075,White,Female,No,No,No,No,No,No,No,No,No,No,No
1076,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1077,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1078,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1079,White,Female,No,No,No,No,No,No,No,No,No,No,No
1080,White,Male,No,No,No,No,No,No,No,No,No,No,No
1081,White,Male,No,No,No,No,No,No,No,No,No,No,No
1082,White,Male,No,No,No,No,No,No,No,No,No,Yes,Yes
1083,White,Female,No,No,No,No,No,No,No,No,No,No,No
1084,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1085,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1086,White,Female,No,No,No,No,No,No,No,No,No,No,No
1087,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1088,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1089,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1090,White,Male,No,No,No,No,No,No,No,No,No,No,No
1091,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1092,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1093,White,Male,No,No,No,No,No,No,No,No,No,No,No
1094,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1095,White,Female,No,No,No,No,No,No,No,No,No,No,No
1096,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1097,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1098,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1099,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1100,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1101,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1102,White,Female,No,No,No,No,No,No,No,No,No,No,No
1103,White,Male,No,No,No,No,No,No,No,No,No,No,No
1104,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1105,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1106,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1107,Black,Male,No,No,No,No,No,No,No,No,No,No,Yes
1108,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1109,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1110,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1111,White,Male,No,No,No,No,No,No,No,No,No,No,No
1112,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
1113,White,Male,No,No,No,No,No,No,No,No,No,No,No
1114,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1115,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1116,Black,Male,No,No,No,No,No,Yes,No,No,No,No,No
1117,White,Female,No,No,No,No,No,No,No,No,No,No,No
1118,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1119,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
1120,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1121,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1122,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1123,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1124,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1125,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1126,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1127,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
1128,Black,Female,No,No,No,No,No,Yes,No,No,No,No,No
1129,Black,Female,Yes,No,Yes,No,No,No,No,No,No,No,No
1130,Black,Female,Yes,No,Yes,No,No,No,No,No,No,No,No
1131,White,Female,No,No,No,No,No,No,No,No,No,No,No
1132,White,Male,No,No,No,No,No,No,No,No,No,No,No
1133,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1134,White,Male,No,No,No,No,No,No,No,No,No,No,No
1135,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1136,White,Female,No,No,No,No,No,No,No,No,No,No,No
1137,White,Male,No,No,No,No,No,No,No,No,No,No,No
1138,White,Female,No,No,No,No,No,No,No,No,No,No,No
1139,White,Male,No,No,No,No,No,No,No,No,No,No,No
1140,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1141,White,Male,No,No,No,No,No,No,No,No,No,No,No
1142,White,Male,No,No,No,No,No,No,No,No,No,No,No
1143,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
1144,White,Male,No,No,No,No,No,No,No,No,No,No,No
1145,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1146,White,Male,No,No,No,No,No,No,No,No,No,No,No
1147,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1148,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
1149,White,Female,No,No,No,No,No,No,No,Yes,Yes,Yes,No
1150,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1151,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1152,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1153,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1154,White,Female,No,No,No,No,No,No,No,Yes,Yes,No,No
1155,White,Male,No,No,No,No,No,No,No,No,No,No,No
1156,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1157,White,Male,No,No,No,No,No,No,Yes,No,Yes,No,No
1158,White,Female,No,No,No,No,No,No,No,No,No,No,No
1159,White,Male,No,No,No,No,No,No,No,No,No,No,No
1160,White,Female,No,No,No,No,No,No,No,No,No,No,No
1161,White,Female,No,No,No,No,No,No,No,No,No,No,No
1162,White,Male,No,No,No,No,No,No,No,No,No,No,No
1163,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1164,White,Female,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA
1165,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1166,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1167,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1168,White,Male,No,No,No,No,No,No,No,No,No,No,No
1169,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1170,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1171,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1172,Black,Male,No,No,No,No,No,Yes,No,No,No,No,No
1173,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1174,White,Female,No,No,No,No,No,No,No,No,No,No,No
1175,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1176,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1177,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1178,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1179,White,Female,No,No,No,No,No,No,No,No,No,No,No
1180,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1181,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1182,White,Male,No,No,No,No,No,No,No,No,No,No,No
1183,White,Male,No,No,No,No,No,No,No,No,No,No,No
1184,White,Male,No,No,No,No,No,No,No,No,No,No,No
1185,White,Female,No,No,No,No,No,No,No,No,No,No,No
1186,White,Male,No,No,No,No,No,No,No,No,No,No,No
1187,White,Male,No,No,No,No,No,No,No,No,No,No,No
1188,White,Female,No,No,No,No,No,No,No,No,No,No,No
1189,White,Male,No,No,No,No,No,No,No,No,No,No,No
1190,White,Male,No,No,No,No,No,No,No,No,No,No,No
1191,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1192,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
1193,White,Female,No,No,No,No,No,No,No,No,No,No,No
1194,White,Female,No,No,No,No,No,No,No,No,No,No,No
1195,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1196,White,Female,No,No,No,No,No,No,No,No,No,No,No
1197,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
1198,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
1199,Black,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
1200,White,Female,No,No,No,No,No,No,No,No,No,No,No
1201,White,Female,No,No,No,No,No,No,No,No,No,No,No
1202,White,Female,No,No,No,No,No,No,No,No,No,No,No
1203,White,Female,No,No,No,No,No,No,No,No,No,No,No
1204,White,Female,No,No,No,No,No,No,No,No,No,No,No
1205,White,Male,No,No,No,No,No,No,No,No,No,No,No
1206,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1207,White,Male,No,No,No,No,No,No,No,No,No,No,No
1208,White,Male,No,No,No,No,No,No,No,No,No,No,No
1209,White,Female,No,No,No,No,No,No,No,No,No,No,No
1210,White,Male,No,No,No,No,No,No,No,No,No,No,No
1211,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1212,White,Male,No,No,No,No,No,No,No,No,No,No,No
1213,White,Male,No,No,No,No,No,No,No,No,No,No,No
1214,White,Male,No,No,No,No,No,No,No,No,No,No,No
1215,White,Male,No,No,No,No,No,No,No,No,No,No,No
1216,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1217,White,Male,No,No,No,No,No,No,No,No,No,No,No
1218,White,Female,No,No,No,No,No,No,Yes,No,No,No,No
1219,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1220,White,Female,No,No,No,No,No,No,No,No,No,No,No
1221,White,Male,No,No,No,No,No,No,No,No,No,No,No
1222,White,Male,No,No,No,Yes,No,No,No,No,No,No,Yes
1223,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
1224,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1225,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1226,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1227,White,Female,No,No,No,No,No,No,No,No,No,No,No
1228,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1229,White,Female,No,No,No,No,No,No,No,No,No,No,No
1230,White,Male,No,No,No,No,No,No,No,No,No,No,No
1231,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1232,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1233,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1234,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
1235,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1236,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1237,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1238,White,Male,No,No,No,No,No,No,No,No,No,No,No
1239,White,Male,No,No,No,No,No,No,No,No,No,No,No
1240,White,Female,No,No,No,No,No,No,No,No,No,No,No
1241,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1242,White,Female,No,No,No,No,No,No,No,No,No,No,No
1243,White,Female,No,No,No,No,No,No,No,No,No,No,No
1244,White,Female,No,No,No,No,No,No,No,No,No,No,No
1245,White,Female,No,No,No,No,No,No,No,No,No,No,No
1246,White,Male,No,No,No,No,No,No,No,No,No,No,No
1247,White,Male,No,No,No,No,No,No,No,No,No,No,No
1248,White,Male,No,No,No,No,No,No,No,No,No,No,No
1249,White,Female,No,No,No,No,No,No,No,No,No,No,No
1250,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1251,White,Male,No,No,No,No,No,No,No,No,No,No,No
1252,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1253,White,Male,No,No,No,No,No,No,No,No,No,No,No
1254,White,Male,No,No,No,No,No,No,No,No,No,No,No
1255,Native American,Male,No,No,No,No,No,No,No,No,No,Yes,No
1256,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1257,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
1258,White,Female,No,No,No,No,No,No,No,No,No,No,No
1259,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1260,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
1261,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1262,Black,Male,No,No,No,No,No,No,Yes,No,No,No,No
1263,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1264,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
1265,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
1266,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1267,White,Male,No,No,No,No,No,No,No,No,No,No,No
1268,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1269,White,Male,No,No,No,No,No,No,No,No,No,No,No
1270,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1271,White,Female,No,No,No,No,No,No,No,No,No,No,No
1272,White,Male,No,No,No,No,No,No,No,No,No,No,No
1273,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1274,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1275,White,Male,No,No,No,No,No,No,No,No,No,No,No
1276,White,Female,No,No,No,No,No,No,No,No,No,No,No
1277,White,Female,No,No,No,No,No,No,No,No,No,No,No
1278,White,Male,No,No,No,No,No,No,No,No,No,No,No
1279,White,Male,No,No,No,No,No,No,No,No,No,No,No
1280,White,Female,No,No,No,No,No,No,No,No,No,No,No
1281,White,Female,No,No,No,No,No,No,No,No,No,No,No
1282,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1283,White,Male,No,No,No,No,No,No,No,No,No,No,No
1284,White,Male,No,No,No,No,No,No,No,No,No,No,No
1285,White,Male,No,No,No,No,No,No,No,No,No,No,No
1286,White,Female,No,No,No,No,No,No,No,No,No,No,No
1287,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1288,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1289,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1290,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1291,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1292,White,Male,No,No,No,No,No,No,No,No,No,No,No
1293,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1294,White,Male,No,No,No,No,No,No,No,No,No,No,No
1295,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1296,White,Female,No,No,No,No,No,No,No,No,No,No,No
1297,White,Male,No,No,No,No,No,No,No,No,No,No,No
1298,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1299,Native American,Male,No,No,No,No,No,No,No,No,No,Yes,No
1300,White,Female,No,No,No,No,No,No,No,No,No,No,No
1301,White,Male,No,No,No,No,No,No,No,No,No,No,No
1302,White,Female,No,No,No,No,No,No,No,No,No,No,No
1303,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
1304,White,Female,No,No,No,No,No,No,No,No,No,No,No
1305,White,Female,No,No,No,No,No,No,No,No,No,No,No
1306,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1307,White,Male,No,No,No,No,No,No,No,No,No,No,No
1308,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1309,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1310,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
1311,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1312,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1313,White,Male,No,No,No,No,No,No,No,No,No,No,No
1314,White,Female,No,No,No,No,No,No,No,No,No,No,No
1315,White,Male,No,No,No,No,No,No,No,No,No,No,No
1316,White,Male,No,No,No,No,No,No,No,No,No,No,No
1317,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1318,White,Male,No,No,No,No,No,No,No,No,No,No,No
1319,White,Male,No,No,No,No,No,No,No,No,No,No,No
1320,White,Female,No,No,No,No,No,No,No,No,No,No,No
1321,White,Female,No,No,No,No,No,No,No,No,No,No,No
1322,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1323,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1324,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1325,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1326,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1327,NA,Male,No,No,No,No,No,No,No,No,No,No,No
1328,NA,Female,No,No,No,No,No,No,No,No,No,No,No
1329,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1330,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1331,White,Female,No,No,No,No,No,No,No,No,No,No,No
1332,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1333,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1334,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1335,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1336,White,Male,No,No,No,No,No,No,No,No,No,No,No
1337,White,Male,No,No,No,No,No,No,No,No,No,No,No
1338,White,Male,No,No,No,No,No,No,No,No,No,No,No
1339,White,Female,No,No,No,No,No,No,No,No,No,No,No
1340,White,Male,No,No,No,No,No,No,No,No,No,No,No
1341,White,Female,No,No,No,No,No,No,No,No,No,No,No
1342,White,Male,No,No,No,No,No,No,No,No,No,No,No
1343,White,Female,No,No,No,No,No,No,No,No,No,No,No
1344,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1345,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1346,White,Female,No,No,No,No,No,No,No,No,No,No,No
1347,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
1348,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1349,White,Male,No,No,No,No,No,No,No,No,No,No,No
1350,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
1351,White,Male,No,No,Yes,No,No,No,Yes,No,No,No,No
1352,Black,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
1353,Black,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
1354,White,Female,No,No,No,No,No,No,No,No,No,No,No
1355,White,Male,No,No,No,No,No,No,No,No,No,No,No
1356,White,Male,No,No,No,No,No,No,No,No,No,No,No
1357,White,Female,No,No,No,No,No,No,No,No,No,No,No
1358,White,Female,No,No,No,No,No,No,No,No,No,No,No
1359,White,Male,No,No,No,No,No,No,No,No,No,No,No
1360,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1361,White,Female,No,No,No,No,No,No,No,No,No,No,No
1362,Black,Male,No,No,No,Yes,No,No,No,No,No,No,Yes
1363,Black,Male,No,No,No,Yes,No,No,No,No,No,No,Yes
1364,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1365,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1366,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1367,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
1368,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
1369,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
1370,Black,Male,No,No,No,No,Yes,No,No,No,No,No,No
1371,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1372,Black,Male,No,No,No,No,No,No,No,No,Yes,No,No
1373,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1374,White,Male,No,No,No,No,No,No,No,No,No,No,No
1375,White,Male,No,No,No,No,No,No,No,No,No,No,No
1376,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1377,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1378,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1379,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1380,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1381,White,Male,No,No,No,No,No,No,No,No,No,No,No
1382,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1383,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1384,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
1385,White,Male,No,No,No,No,No,No,No,No,No,No,No
1386,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1387,White,Male,No,No,No,No,No,No,No,No,No,No,No
1388,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
1389,White,Male,No,No,No,No,No,No,No,No,No,No,No
1390,Black,Male,No,No,No,No,No,Yes,No,No,No,No,No
1391,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
1392,White,Male,No,No,No,No,No,No,No,No,No,No,No
1393,Black,Male,No,No,Yes,Yes,No,No,No,No,No,No,No
1394,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1395,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
1396,White,Male,No,No,No,No,No,No,No,No,No,No,No
1397,White,Female,No,No,No,No,No,No,No,No,No,No,No
1398,White,Male,No,No,No,No,No,No,No,No,No,No,No
1399,White,Female,No,No,No,No,No,No,No,No,No,No,No
1400,White,Male,No,No,No,No,No,No,No,No,No,No,No
1401,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1402,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1403,White,Female,No,No,No,No,No,No,No,No,No,No,No
1404,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1405,White,Female,No,No,No,No,No,No,No,No,No,No,No
1406,White,Female,No,No,No,No,No,No,No,No,No,No,No
1407,White,Female,No,No,No,No,No,No,No,No,No,No,No
1408,White,Female,No,No,No,No,No,No,No,No,No,No,No
1409,White,Male,No,No,No,No,No,No,No,No,No,No,No
1410,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1411,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1412,White,Female,No,No,No,No,No,No,No,No,No,No,No
1413,White,Female,No,No,No,No,No,No,No,No,No,No,No
1414,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1415,White,Female,No,No,No,No,No,No,No,No,No,No,No
1416,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1417,White,Male,No,No,No,No,No,No,No,No,No,No,No
1418,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
1419,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1420,White,Male,No,No,No,No,No,No,No,No,No,No,No
1421,White,Female,No,No,No,No,No,No,No,No,No,No,No
1422,White,Female,No,No,No,No,No,No,No,No,No,No,No
1423,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
1424,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1425,White,Male,No,No,No,No,No,No,No,No,No,No,No
1426,White,Female,No,No,No,No,No,No,No,No,No,No,No
1427,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1428,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
1429,White,Female,No,No,No,No,No,No,No,No,No,No,No
1430,White,Male,No,No,No,No,No,No,No,No,No,No,No
1431,White,Female,No,No,No,No,No,No,No,No,No,No,No
1432,White,Female,No,No,No,No,No,No,No,No,No,No,No
1433,White,Male,No,No,No,No,No,No,No,No,No,No,No
1434,White,Male,No,No,No,No,No,No,No,No,No,No,No
1435,White,Female,No,No,No,No,No,No,No,No,No,No,No
1436,White,Female,No,No,No,No,No,No,No,No,No,No,No
1437,White,Female,No,No,No,No,No,No,No,No,No,No,No
1438,White,Female,No,No,No,No,No,No,No,No,No,No,No
1439,White,Female,No,No,No,No,No,No,No,No,No,No,No
1440,White,Male,No,No,No,No,No,No,No,No,No,No,No
1441,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
1442,White,Female,No,No,No,No,No,No,No,No,No,No,No
1443,White,Female,No,No,No,No,No,No,No,No,No,No,No
1444,White,Male,No,No,No,No,No,No,No,No,No,No,No
1445,White,Male,No,No,No,No,No,No,No,No,No,No,No
1446,White,Male,No,No,No,No,No,No,No,No,No,No,No
1447,White,Male,No,No,No,No,No,No,No,No,No,No,No
1448,White,Male,No,No,No,No,No,No,No,No,No,No,No
1449,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1450,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1451,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1452,White,Male,No,No,No,No,No,No,No,No,No,No,No
1453,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1454,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1455,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1456,White,Female,No,No,No,No,No,No,No,No,No,No,No
1457,White,Male,No,No,No,No,No,No,No,No,No,No,No
1458,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1459,White,Female,No,No,No,No,No,No,No,No,No,No,No
1460,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1461,Black,Male,No,No,No,No,No,No,No,No,No,No,No
1462,Black,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1463,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1464,Black,Female,No,No,No,No,No,No,No,No,No,No,No
1465,White,Female,No,No,No,No,No,No,No,No,No,No,No
1466,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1467,White,Female,No,No,No,No,No,No,No,No,No,No,No
1468,White,Male,No,No,No,No,No,No,No,No,No,No,No
1469,White,Male,No,No,No,No,No,No,No,No,No,No,No
1470,White,Female,No,No,No,No,No,No,No,No,No,No,No
1471,White,Male,No,No,No,No,No,No,No,No,No,No,No
1472,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1473,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
1474,White,Male,No,No,No,No,No,No,No,No,No,No,No
1475,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1476,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
1477,White,Male,No,No,No,No,No,No,No,No,No,No,No
1478,White,Female,No,No,No,No,No,No,No,No,No,No,No
1479,White,Male,No,No,No,No,No,No,No,No,No,No,No
1480,White,Male,No,No,No,No,No,No,No,No,No,No,No
1481,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
1482,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
1483,White,Male,No,No,No,No,No,No,No,No,No,No,No
1484,White,Male,No,No,No,No,No,No,No,No,No,No,No
1485,White,Male,No,No,No,No,No,No,No,No,No,No,No
1486,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1487,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
